,0
674," continuous_sneezing, chills, cough/nIt might be Common Cold"
675," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
676," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
677," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
678," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
679," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
680," chills, fatigue, cough/nIt might be Pneumonia"
681," chills, fatigue, cough/nIt might be Pneumonia"
682," chills, fatigue, cough/nIt might be Pneumonia"
683," fatigue, cough, high_fever/nIt might be Pneumonia"
684," chills, cough, high_fever/nIt might be Pneumonia"
685," chills, fatigue, high_fever/nIt might be Pneumonia"
686," chills, fatigue, cough/nIt might be Pneumonia"
687," chills, fatigue, cough/nIt might be Pneumonia"
688," chills, fatigue, cough/nIt might be Pneumonia"
689," chills, fatigue, cough/nIt might be Pneumonia"
690," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
691," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
692," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
693," pain_during_bowel_movements, pain_in_anal_region, bloody_stool/nIt might be Dimorphic hemmorhoids(piles)"
694," constipation, pain_in_anal_region, bloody_stool/nIt might be Dimorphic hemmorhoids(piles)"
695," constipation, pain_during_bowel_movements, bloody_stool/nIt might be Dimorphic hemmorhoids(piles)"
696," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
697," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
698," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
699," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
700," vomiting, breathlessness, sweating/nIt might be Heart attack"
701," vomiting, breathlessness, sweating/nIt might be Heart attack"
702," breathlessness, sweating, chest_pain/nIt might be Heart attack"
703," vomiting, sweating, chest_pain/nIt might be Heart attack"
704," vomiting, breathlessness, chest_pain/nIt might be Heart attack"
705," vomiting, breathlessness, sweating/nIt might be Heart attack"
706," vomiting, breathlessness, sweating/nIt might be Heart attack"
707," breathlessness, sweating, chest_pain/nIt might be Heart attack"
708," vomiting, sweating, chest_pain/nIt might be Heart attack"
709," vomiting, breathlessness, chest_pain/nIt might be Heart attack"
710," fatigue, cramps, bruising/nIt might be Varicose veins"
711," fatigue, cramps, bruising/nIt might be Varicose veins"
712," cramps, bruising, obesity/nIt might be Varicose veins"
713," fatigue, bruising, obesity/nIt might be Varicose veins"
714," fatigue, cramps, obesity/nIt might be Varicose veins"
715," fatigue, cramps, bruising/nIt might be Varicose veins"
716," fatigue, cramps, bruising/nIt might be Varicose veins"
717," fatigue, cramps, bruising/nIt might be Varicose veins"
718," fatigue, cramps, bruising/nIt might be Varicose veins"
719," fatigue, cramps, bruising/nIt might be Varicose veins"
720," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
721," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
722," weight_gain, cold_hands_and_feets, mood_swings/nIt might be Hypothyroidism"
723," weight_gain, cold_hands_and_feets, mood_swings/nIt might be Hypothyroidism"
724," fatigue, cold_hands_and_feets, mood_swings/nIt might be Hypothyroidism"
725," fatigue, weight_gain, mood_swings/nIt might be Hypothyroidism"
726," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
727," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
728," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
729," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
730," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
731," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
732," mood_swings, weight_loss, restlessness/nIt might be Hyperthyroidism"
733," fatigue, weight_loss, restlessness/nIt might be Hyperthyroidism"
734," fatigue, mood_swings, restlessness/nIt might be Hyperthyroidism"
735," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
736," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
737," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
738," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
739," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
740," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
741," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
742," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
743," fatigue, anxiety, sweating/nIt might be Hypoglycemia"
744," vomiting, anxiety, sweating/nIt might be Hypoglycemia"
745," vomiting, fatigue, sweating/nIt might be Hypoglycemia"
746," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
747," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
748," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
749," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
750," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
751," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
752," neck_pain, knee_pain, hip_joint_pain/nIt might be Osteoarthristis"
753," joint_pain, knee_pain, hip_joint_pain/nIt might be Osteoarthristis"
754," joint_pain, neck_pain, hip_joint_pain/nIt might be Osteoarthristis"
755," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
756," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
757," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
758," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
759," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
760," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
761," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
762," stiff_neck, swelling_joints, movement_stiffness/nIt might be Arthritis"
763," muscle_weakness, swelling_joints, movement_stiffness/nIt might be Arthritis"
764," muscle_weakness, stiff_neck, movement_stiffness/nIt might be Arthritis"
765," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
766," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
767," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
768," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
769," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
770," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
771," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
772," headache, nausea, spinning_movements/nIt might be (vertigo) Paroymsal  Positional Vertigo"
773," vomiting, nausea, spinning_movements/nIt might be (vertigo) Paroymsal  Positional Vertigo"
774," vomiting, headache, spinning_movements/nIt might be (vertigo) Paroymsal  Positional Vertigo"
775," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
776," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
777," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
778," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
779," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
780," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
781," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
782," pus_filled_pimples, blackheads, scurring/nIt might be Acne"
783," skin_rash, blackheads, scurring/nIt might be Acne"
784," skin_rash, pus_filled_pimples, scurring/nIt might be Acne"
785," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
786," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
787," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
788," skin_rash, pus_filled_pimples, scurring/nIt might be Acne"
789," skin_rash, blackheads, scurring/nIt might be Acne"
790," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
791," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
792," bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine/nIt might be Urinary tract infection"
793," burning_micturition, foul_smell_of urine, continuous_feel_of_urine/nIt might be Urinary tract infection"
794," burning_micturition, bladder_discomfort, continuous_feel_of_urine/nIt might be Urinary tract infection"
795," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
796," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
797," burning_micturition, bladder_discomfort, continuous_feel_of_urine/nIt might be Urinary tract infection"
798," bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine/nIt might be Urinary tract infection"
799," burning_micturition, bladder_discomfort, continuous_feel_of_urine/nIt might be Urinary tract infection"
800," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
801," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
802," joint_pain, skin_peeling, silver_like_dusting/nIt might be Psoriasis"
803," skin_rash, skin_peeling, silver_like_dusting/nIt might be Psoriasis"
804," skin_rash, joint_pain, silver_like_dusting/nIt might be Psoriasis"
805," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
806," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
807," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
808," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
809," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
810," skin_rash, high_fever, blister/nIt might be Impetigo"
811," skin_rash, high_fever, blister/nIt might be Impetigo"
812," high_fever, blister, red_sore_around_nose/nIt might be Impetigo"
813," skin_rash, blister, red_sore_around_nose/nIt might be Impetigo"
814," skin_rash, blister, red_sore_around_nose/nIt might be Impetigo"
815," skin_rash, high_fever, red_sore_around_nose/nIt might be Impetigo"
816," skin_rash, high_fever, blister/nIt might be Impetigo"
817," skin_rash, high_fever, blister/nIt might be Impetigo"
818," skin_rash, high_fever, blister/nIt might be Impetigo"
819," skin_rash, blister, red_sore_around_nose/nIt might be Impetigo"
820,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
821," skin_rash, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
822,"itching, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
823,"itching, skin_rash, dischromic _patches/nIt might be Fungal infection"
824,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
825," skin_rash, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
826,"itching, nodal_skin_eruptions, dischromic _patches/nIt might be Fungal infection"
827,"itching, skin_rash, dischromic _patches/nIt might be Fungal infection"
828,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
829,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
830," continuous_sneezing, shivering, chills/nIt might be Allergy"
831," shivering, chills, watering_from_eyes/nIt might be Allergy"
832," continuous_sneezing, chills, watering_from_eyes/nIt might be Allergy"
833," continuous_sneezing, shivering, watering_from_eyes/nIt might be Allergy"
834," continuous_sneezing, shivering, chills/nIt might be Allergy"
835," shivering, chills, watering_from_eyes/nIt might be Allergy"
836," continuous_sneezing, chills, watering_from_eyes/nIt might be Allergy"
837," continuous_sneezing, shivering, watering_from_eyes/nIt might be Allergy"
838," continuous_sneezing, shivering, chills/nIt might be Allergy"
839," continuous_sneezing, shivering, chills/nIt might be Allergy"
840," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
841," stomach_pain, ulcers_on_tongue, vomiting/nIt might be GERD"
842," stomach_pain, acidity, vomiting/nIt might be GERD"
843," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
844," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
845," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
846," acidity, ulcers_on_tongue, vomiting/nIt might be GERD"
847," stomach_pain, ulcers_on_tongue, vomiting/nIt might be GERD"
848," stomach_pain, acidity, vomiting/nIt might be GERD"
849," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
850,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
851," vomiting, yellowish_skin, nausea/nIt might be Chronic cholestasis"
852,"itching, yellowish_skin, nausea/nIt might be Chronic cholestasis"
853,"itching, vomiting, nausea/nIt might be Chronic cholestasis"
854,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
855,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
856,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
857,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
858,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
859,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
860,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
861,"itching, stomach_pain, burning_micturition/nIt might be Drug Reaction"
862,"itching, skin_rash, burning_micturition/nIt might be Drug Reaction"
863,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
864,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
865," skin_rash, stomach_pain, burning_micturition/nIt might be Drug Reaction"
866,"itching, stomach_pain, burning_micturition/nIt might be Drug Reaction"
867,"itching, skin_rash, burning_micturition/nIt might be Drug Reaction"
868,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
869,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
870," vomiting, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
871," vomiting, indigestion, abdominal_pain/nIt might be Peptic ulcer diseae"
872," indigestion, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
873," vomiting, loss_of_appetite, abdominal_pain/nIt might be Peptic ulcer diseae"
874," vomiting, indigestion, abdominal_pain/nIt might be Peptic ulcer diseae"
875," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
876," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
877," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
878," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
879," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
880," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
881," patches_in_throat, high_fever, extra_marital_contacts/nIt might be AIDS"
882," muscle_wasting, high_fever, extra_marital_contacts/nIt might be AIDS"
883," muscle_wasting, patches_in_throat, extra_marital_contacts/nIt might be AIDS"
884," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
885," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
886," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
887," patches_in_throat, high_fever, extra_marital_contacts/nIt might be AIDS"
888," muscle_wasting, high_fever, extra_marital_contacts/nIt might be AIDS"
889," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
890," fatigue, weight_loss, restlessness/nIt might be Diabetes "
891," fatigue, weight_loss, restlessness/nIt might be Diabetes "
892," weight_loss, restlessness, lethargy/nIt might be Diabetes "
893," fatigue, restlessness, lethargy/nIt might be Diabetes "
894," fatigue, weight_loss, lethargy/nIt might be Diabetes "
895," fatigue, weight_loss, restlessness/nIt might be Diabetes "
896," fatigue, weight_loss, restlessness/nIt might be Diabetes "
897," fatigue, weight_loss, restlessness/nIt might be Diabetes "
898," fatigue, weight_loss, restlessness/nIt might be Diabetes "
899," fatigue, weight_loss, restlessness/nIt might be Diabetes "
900," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
901," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
902," sunken_eyes, dehydration, diarrhoea/nIt might be Gastroenteritis"
903," vomiting, dehydration, diarrhoea/nIt might be Gastroenteritis"
904," vomiting, sunken_eyes, diarrhoea/nIt might be Gastroenteritis"
905," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
906," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
907," sunken_eyes, dehydration, diarrhoea/nIt might be Gastroenteritis"
908," vomiting, dehydration, diarrhoea/nIt might be Gastroenteritis"
909," vomiting, sunken_eyes, diarrhoea/nIt might be Gastroenteritis"
910," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
911," cough, high_fever, breathlessness/nIt might be Bronchial Asthma"
912," fatigue, high_fever, breathlessness/nIt might be Bronchial Asthma"
913," fatigue, cough, breathlessness/nIt might be Bronchial Asthma"
914," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
915," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
916," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
917," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
918," cough, high_fever, breathlessness/nIt might be Bronchial Asthma"
919," fatigue, high_fever, breathlessness/nIt might be Bronchial Asthma"
920," headache, chest_pain, dizziness/nIt might be Hypertension "
921," chest_pain, dizziness, loss_of_balance/nIt might be Hypertension "
922," headache, dizziness, loss_of_balance/nIt might be Hypertension "
923," headache, chest_pain, loss_of_balance/nIt might be Hypertension "
924," headache, chest_pain, dizziness/nIt might be Hypertension "
925," headache, chest_pain, dizziness/nIt might be Hypertension "
926," headache, chest_pain, dizziness/nIt might be Hypertension "
927," chest_pain, dizziness, loss_of_balance/nIt might be Hypertension "
928," headache, dizziness, loss_of_balance/nIt might be Hypertension "
929," headache, chest_pain, loss_of_balance/nIt might be Hypertension "
930," acidity, indigestion, headache/nIt might be Migraine"
931," indigestion, headache, blurred_and_distorted_vision/nIt might be Migraine"
932," acidity, headache, blurred_and_distorted_vision/nIt might be Migraine"
933," acidity, indigestion, blurred_and_distorted_vision/nIt might be Migraine"
934," acidity, indigestion, headache/nIt might be Migraine"
935," acidity, indigestion, headache/nIt might be Migraine"
936," acidity, indigestion, headache/nIt might be Migraine"
937," acidity, indigestion, headache/nIt might be Migraine"
938," acidity, indigestion, headache/nIt might be Migraine"
939," acidity, indigestion, headache/nIt might be Migraine"
940," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
941," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
942," weakness_in_limbs, neck_pain, dizziness/nIt might be Cervical spondylosis"
943," back_pain, neck_pain, dizziness/nIt might be Cervical spondylosis"
944," back_pain, weakness_in_limbs, dizziness/nIt might be Cervical spondylosis"
945," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
946," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
947," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
948," weakness_in_limbs, neck_pain, dizziness/nIt might be Cervical spondylosis"
949," back_pain, neck_pain, dizziness/nIt might be Cervical spondylosis"
950," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
951," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
952," headache, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
953," vomiting, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
954," vomiting, headache, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
955," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
956," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
957," headache, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
958," vomiting, weakness_of_one_body_side, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
959," vomiting, headache, altered_sensorium/nIt might be Paralysis (brain hemorrhage)"
960,"itching, vomiting, fatigue/nIt might be Jaundice"
961,"itching, vomiting, fatigue/nIt might be Jaundice"
962," vomiting, fatigue, weight_loss/nIt might be Jaundice"
963,"itching, fatigue, weight_loss/nIt might be Jaundice"
964,"itching, vomiting, weight_loss/nIt might be Jaundice"
965,"itching, vomiting, fatigue/nIt might be Jaundice"
966,"itching, vomiting, fatigue/nIt might be Jaundice"
967,"itching, vomiting, fatigue/nIt might be Jaundice"
968,"itching, vomiting, fatigue/nIt might be Jaundice"
969,"itching, vomiting, fatigue/nIt might be Jaundice"
970," chills, vomiting, high_fever/nIt might be Malaria"
971," chills, vomiting, high_fever/nIt might be Malaria"
972," chills, vomiting, high_fever/nIt might be Malaria"
973," vomiting, high_fever, sweating/nIt might be Malaria"
974," chills, high_fever, sweating/nIt might be Malaria"
975," chills, vomiting, sweating/nIt might be Malaria"
976," chills, vomiting, high_fever/nIt might be Malaria"
977," chills, vomiting, high_fever/nIt might be Malaria"
978," chills, vomiting, high_fever/nIt might be Malaria"
979," chills, vomiting, high_fever/nIt might be Malaria"
980,"itching, skin_rash, fatigue/nIt might be Chicken pox"
981," skin_rash, fatigue, lethargy/nIt might be Chicken pox"
982,"itching, fatigue, lethargy/nIt might be Chicken pox"
983,"itching, skin_rash, lethargy/nIt might be Chicken pox"
984,"itching, skin_rash, fatigue/nIt might be Chicken pox"
985,"itching, skin_rash, fatigue/nIt might be Chicken pox"
986,"itching, skin_rash, fatigue/nIt might be Chicken pox"
987,"itching, skin_rash, fatigue/nIt might be Chicken pox"
988,"itching, skin_rash, fatigue/nIt might be Chicken pox"
989,"itching, skin_rash, fatigue/nIt might be Chicken pox"
990," skin_rash, chills, joint_pain/nIt might be Dengue"
991," skin_rash, chills, joint_pain/nIt might be Dengue"
992," skin_rash, chills, joint_pain/nIt might be Dengue"
993," skin_rash, chills, joint_pain/nIt might be Dengue"
994," chills, joint_pain, vomiting/nIt might be Dengue"
995," skin_rash, joint_pain, vomiting/nIt might be Dengue"
996," skin_rash, chills, vomiting/nIt might be Dengue"
997," skin_rash, chills, joint_pain/nIt might be Dengue"
998," skin_rash, chills, joint_pain/nIt might be Dengue"
999," skin_rash, chills, joint_pain/nIt might be Dengue"
1000," chills, vomiting, fatigue/nIt might be Typhoid"
1001," chills, vomiting, fatigue/nIt might be Typhoid"
1002," chills, vomiting, fatigue/nIt might be Typhoid"
1003," chills, vomiting, fatigue/nIt might be Typhoid"
1004," chills, vomiting, fatigue/nIt might be Typhoid"
1005," chills, vomiting, fatigue/nIt might be Typhoid"
1006," chills, vomiting, fatigue/nIt might be Typhoid"
1007," chills, vomiting, fatigue/nIt might be Typhoid"
1008," chills, vomiting, fatigue/nIt might be Typhoid"
1009," chills, fatigue, high_fever/nIt might be Typhoid"
1010," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
1011," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
1012," vomiting, yellowish_skin, dark_urine/nIt might be hepatitis A"
1013," joint_pain, yellowish_skin, dark_urine/nIt might be hepatitis A"
1014," joint_pain, vomiting, dark_urine/nIt might be hepatitis A"
1015," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
1016," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
1017," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
1018," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
1019," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
1020,"itching, fatigue, lethargy/nIt might be Hepatitis B"
1021,"itching, fatigue, lethargy/nIt might be Hepatitis B"
1022," fatigue, lethargy, yellowish_skin/nIt might be Hepatitis B"
1023,"itching, lethargy, yellowish_skin/nIt might be Hepatitis B"
1024,"itching, fatigue, yellowish_skin/nIt might be Hepatitis B"
1025,"itching, fatigue, lethargy/nIt might be Hepatitis B"
1026,"itching, fatigue, lethargy/nIt might be Hepatitis B"
1027,"itching, fatigue, lethargy/nIt might be Hepatitis B"
1028,"itching, fatigue, lethargy/nIt might be Hepatitis B"
1029,"itching, fatigue, lethargy/nIt might be Hepatitis B"
1030," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
1031," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
1032," yellowish_skin, nausea, loss_of_appetite/nIt might be Hepatitis C"
1033," fatigue, nausea, loss_of_appetite/nIt might be Hepatitis C"
1034," fatigue, yellowish_skin, loss_of_appetite/nIt might be Hepatitis C"
1035," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
1036," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
1037," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
1038," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
1039," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
1040," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
1041," vomiting, fatigue, yellowish_skin/nIt might be Hepatitis D"
1042," joint_pain, fatigue, yellowish_skin/nIt might be Hepatitis D"
1043," joint_pain, vomiting, yellowish_skin/nIt might be Hepatitis D"
1044," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
1045," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
1046," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
1047," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
1048," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
1049," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
1050," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
1051," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
1052," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
1053," vomiting, fatigue, high_fever/nIt might be Hepatitis E"
1054," joint_pain, fatigue, high_fever/nIt might be Hepatitis E"
1055," joint_pain, vomiting, high_fever/nIt might be Hepatitis E"
1056," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
1057," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
1058," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
1059," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
1060," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
1061," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
1062," yellowish_skin, abdominal_pain, swelling_of_stomach/nIt might be Alcoholic hepatitis"
1063," vomiting, abdominal_pain, swelling_of_stomach/nIt might be Alcoholic hepatitis"
1064," vomiting, yellowish_skin, swelling_of_stomach/nIt might be Alcoholic hepatitis"
1065," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
1066," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
1067," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
1068," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
1069," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
1070," chills, vomiting, fatigue/nIt might be Tuberculosis"
1071," chills, vomiting, fatigue/nIt might be Tuberculosis"
1072," vomiting, fatigue, weight_loss/nIt might be Tuberculosis"
1073," chills, fatigue, weight_loss/nIt might be Tuberculosis"
1074," chills, vomiting, weight_loss/nIt might be Tuberculosis"
1075," chills, vomiting, fatigue/nIt might be Tuberculosis"
1076," chills, vomiting, fatigue/nIt might be Tuberculosis"
1077," chills, vomiting, fatigue/nIt might be Tuberculosis"
1078," chills, vomiting, fatigue/nIt might be Tuberculosis"
1079," chills, vomiting, fatigue/nIt might be Tuberculosis"
1080," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
1081," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
1082," chills, fatigue, cough/nIt might be Common Cold"
1083," continuous_sneezing, fatigue, cough/nIt might be Common Cold"
1084," continuous_sneezing, chills, cough/nIt might be Common Cold"
1085," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
